file_name,experiment_id,corridor_id,location_id,position_key,packet_index,sample_start,detect_score_db,detect_peak_bin_mean,detect_peak_bin_std,peak_mean,peak_iqr,raw_bin_-2,raw_bin_-1,raw_bin_+0,raw_bin_+1,raw_bin_+2,E0,C_peak,R_side,R_asym,S_L,S_R
2_0_33_11_2_16_aug08.bin,2,0,33,0_33,2,5023536,6.32013972061,1041.9999999999998,-0.0,120.730208824,0.0353006845063,18.2064673289,10.2551040127,120.730208824,16.7426584473,37.6560752454,4.793558377020601,0.5930050793428826,-0.3764022590566041,0.647786072461758,110.4751048113,103.9875503767
2_0_33_11_2_16_aug09.bin,2,0,33,0_33,2,5023536,5.97980942575,1041.9999999999998,-0.0,127.822198495,0.0450756603772,18.6605963086,5.93780475335,127.822198495,16.1732701681,39.8334563941,4.850640224003815,0.6132698666485232,-0.4610779583491368,0.8227903573595964,121.88439374165,111.64892832689999
2_0_33_11_2_16_aug00.bin,2,0,33,0_33,3,10019984,13.5977416535,1999.9999999999998,-0.0,53.3126545961,0.0110921119096,4.35790953365,5.37791767897,53.3126545961,1e-12,1e-12,3.9761737250573255,0.8455818929604104,-1.7003611167950934,-28.808221435522466,47.93473691713,53.312654596099
2_0_33_11_2_16_aug01.bin,2,0,33,0_33,3,10019984,13.5414214602,1999.9999999999998,-0.0,45.6258354577,0.0210561677539,5.96930572406,9.39681450139,45.6258354577,1e-12,5.45334899432,3.8204741231366697,0.6866675633315178,-0.7845855540417733,-1.0359351862145316,36.229020956309995,45.625835457699
2_0_33_11_2_16_aug02.bin,2,0,33,0_33,3,10019984,13.3122879194,1999.9999999999998,-0.0,48.9716045578,0.0128020963232,4.09293336698,5.79187157114,48.9716045578,4.1741043483,1.6489515459,3.8912406313159003,0.7571430014522015,-1.1370793543082793,-0.5291735316334643,43.17973298666,44.7975002095
2_0_33_11_2_16_aug03.bin,2,0,33,0_33,3,10019984,13.5238821491,1999.9999999999998,-0.0,61.925645267,0.0207674962665,2.25503700018,7.41696579125,61.925645267,1e-12,1e-12,4.125934395458413,0.8649117247044292,-1.856698993536265,-28.80164422918238,54.50867947575,61.925645266999
2_0_33_11_2_16_aug04.bin,2,0,33,0_33,3,10019984,13.8561969073,1999.9999999999998,-0.0,50.2565983651,0.0106515275205,4.57871447298,9.98455401967,50.2565983651,0.760295035863,2.48535757075,3.917141849066962,0.7383562009162666,-1.0374423319684432,-1.501186060587914,40.27204434543,49.496303329236994
2_0_33_11_2_16_aug05.bin,2,0,33,0_33,3,10019984,14.4262839549,1999.9999999999998,-0.0,52.5063071624,0.0175886494914,3.97293840397,7.80916763495,52.5063071624,2.46756162694,2.14641004576,3.9609332988084613,0.7620390391189059,-1.1638911565081098,-0.9374929228277267,44.69713952745,50.03874553546
2_0_33_11_2_16_aug06.bin,2,0,33,0_33,3,10019984,13.8650898812,1999.9999999999998,-0.0,73.8590029539,0.0199209364588,4.00124522796,6.77844441731,73.8590029539,0.475330703159,1.70361195677,4.302157910198467,0.8507373269667385,-1.7403957568494048,-1.5988240344420688,67.08055853659,73.383672250741
2_0_33_11_2_16_aug07.bin,2,0,33,0_33,3,10019984,14.1432079731,1999.9999999999998,-0.0,59.8990258676,0.0190325743194,5.37193513362,10.3806986636,59.8990258676,1e-12,6.54585224106,4.092660242344775,0.7287206690171564,-0.9881414568433772,-0.878175973088377,49.518327204,59.899025867599
2_0_33_11_2_16_aug08.bin,2,0,33,0_33,3,10019984,13.9814741095,1999.9999999999998,-0.0,51.5029228179,0.0131747846287,4.39833948556,12.0459362318,51.5029228179,0.31713397991,1e-12,3.941638559804908,0.7544631423218456,-1.1225593574723358,-3.948408380775864,39.4569865861,51.18578883799
2_0_33_11_2_16_aug09.bin,2,0,33,0_33,3,10019984,13.7106022529,1999.9999999999998,-0.0,61.8016402298,0.0235287011621,3.66427534056,10.8542880634,61.8016402298,3.88063764932,1.47306283431,4.123929905046732,0.7566877192618549,-1.134604920016332,-0.9976400643892286,50.9473521664,57.92100258048
2_0_33_11_2_16_aug00.bin,2,0,33,0_33,4,12520496,11.6115015553,2002.0,-0.0,102.355801469,0.0235810221708,10.3982936111,21.3061351652,102.355801469,5.69659347882,2.83021768212,4.628454993148685,0.7178478525084251,-0.933811186452879,-1.3132409266554494,81.0496663038,96.65920799018
2_0_33_11_2_16_aug01.bin,2,0,33,0_33,4,12520496,10.9237251627,2002.0,-0.0,79.0007163712,0.0221721430624,7.61381159778,23.1028191749,79.0007163712,8.12877628238,2.19534840298,4.369456920415794,0.6581118605708077,-0.6548913118756987,-1.0903208678790657,55.8978971963,70.87194008882
2_0_33_11_2_16_aug02.bin,2,0,33,0_33,4,12520496,11.0937381175,2002.0,-0.0,84.3871442668,0.0181707359696,9.80738087433,23.2821253913,84.3871442668,7.25638683142,4.41037592899,4.435415070886445,0.6534374623926559,-0.6341835460098667,-1.0424721914741273,61.105018875499994,77.13075743537999
2_0_33_11_2_16_aug03.bin,2,0,33,0_33,4,12520496,11.2618749579,2002.0,-0.0,82.364313143,0.0210188018365,8.76226484322,23.1198484647,82.364313143,2.63850914412,0.0918435629803,4.411152250178853,0.704108231871694,-0.8669383435523508,-2.4576143435908726,59.244464678300005,79.72580399888001
2_0_33_11_2_16_aug04.bin,2,0,33,0_33,4,12520496,11.0614251394,2002.0,-0.0,83.5752748745,0.0191776315843,10.2422934051,23.6539158188,83.5752748745,1e-12,3.43793125626,4.425747721256793,0.6912222230944526,-0.8058395188591777,-2.2884332743391944,59.921359055699995,83.575274874499
2_0_33_11_2_16_aug05.bin,2,0,33,0_33,4,12520496,10.7435042066,2002.0,-0.0,107.66555008,0.0208260822777,11.5414968787,17.9254009795,107.66555008,0.79369646919,5.25889546888,4.679029663726785,0.7519329545393562,-1.108948109549699,-1.5827809269980793,89.7401491005,106.87185361081
2_0_33_11_2_16_aug06.bin,2,0,33,0_33,4,12520496,10.9442099861,2002.0,-0.0,87.1580062061,0.0186716579264,9.13283779256,23.2316083285,87.1580062061,3.35109352315,0.909126335397,4.46772263471268,0.7041212204187922,-0.8670006874277396,-2.0277397093979084,63.926397877599996,83.80691268295
2_0_33_11_2_16_aug07.bin,2,0,33,0_33,4,12520496,11.3928600896,2002.0,-0.0,104.262852123,0.0265908829448,10.0033377535,27.2844988703,104.262852123,6.45365318004,0.486745366733,4.646915134835745,0.7021488900331597,-0.8575517449368872,-1.6813079772334318,76.9783532527,97.80919894296
2_0_33_11_2_16_aug08.bin,2,0,33,0_33,4,12520496,11.1093204783,2002.0,-0.0,95.4851672263,0.0238661654539,8.12238406617,21.0116975979,95.4851672263,6.49596639903,0.0645290889025,4.558970918421666,0.7278956646762059,-0.9839721416782262,-1.490842548272447,74.47346962840001,88.98920082727001
2_0_33_11_2_16_aug09.bin,2,0,33,0_33,4,12520496,11.0532678149,2002.0,-0.0,87.4197329862,0.0144805381322,12.316893873,24.0132828565,87.4197329862,1.18763758358,5.46861360869,4.470721035051654,0.6703650531349745,-0.7098365989058938,-1.6970922687520666,63.406450129700005,86.23209540262
2_0_33_11_2_16_aug00.bin,2,0,33,0_33,5,15024144,2.7340248201,782.0,4.857023409786845e-06,89.931779356,0.0531205360414,47.9638949263,41.0362002351,89.931779356,13.6944242484,12.2120618209,4.499051375742037,0.43903778129455884,0.2450680853722785,-1.2341440742208656,48.89557912090001,76.23735510760001
2_0_33_11_2_16_aug01.bin,2,0,33,0_33,5,15024144,2.9051577223,782.0,4.857023409786845e-06,106.820465055,0.0415572586353,43.5295382342,38.3427099767,106.820465055,14.5403110117,15.9609939914,4.6711495285344355,0.4873329386384393,0.05067908954934021,-0.987390614067802,68.47775507829999,92.2801540433
2_0_33_11_2_16_aug02.bin,2,0,33,0_33,5,15024144,3.1127025505,782.0,4.857023409786845e-06,103.187737311,0.0470099522958,40.2383811837,36.5154821408,103.187737311,15.4365531551,15.452020787,4.636550021481467,0.48943533589410054,0.042264946880100886,-0.9102173814926472,66.6722551702,87.7511841559
2_0_33_11_2_16_aug03.bin,2,0,33,0_33,5,15024144,2.85686721516,782.0,4.857023409786845e-06,94.7880047002,0.0356776211724,43.4282627333,35.322631848,94.7880047002,17.0731803837,15.1004518508,4.551642868556737,0.4607789520728692,0.15720716289612616,-0.8951423950193858,59.465372852200005,77.7148243165
2_0_33_11_2_16_aug04.bin,2,0,33,0_33,5,15024144,3.33699983693,782.0,4.857023409786845e-06,90.1227743762,0.0347984665709,42.2724209509,34.8626414201,90.1227743762,19.1662445046,19.0882766046,4.501172900445278,0.4385272755187407,0.24714118508497712,-0.701296189837948,55.2601329561,70.9565298716
2_0_33_11_2_16_aug05.bin,2,0,33,0_33,5,15024144,3.31951945747,782.0,4.857023409786845e-06,83.9305368466,0.0501203640106,44.3688238092,39.1182572998,83.9305368466,14.4135060612,16.9871446951,4.429989514435545,0.4221470058579986,0.31396589244097556,-0.9778632852069719,44.812279546800006,69.51703078540001
2_0_33_11_2_16_aug06.bin,2,0,33,0_33,5,15024144,2.49965399256,782.0,4.857023409786845e-06,90.0032248639,0.040106067716,41.370228223,38.4300428157,90.0032248639,18.7183761746,14.0146313447,4.4998455015094425,0.4443802640179658,0.22340348579650957,-0.8911429278676807,51.5731820482,71.2848486893
2_0_33_11_2_16_aug07.bin,2,0,33,0_33,5,15024144,2.543138196,782.0,4.857023409786845e-06,84.3474132703,0.0503139806112,44.8828932654,38.8922375041,84.3474132703,14.9914058723,14.9582087951,4.434944141898167,0.42584184380494416,0.29883687314608426,-1.0286197359674545,45.45517576619999,69.356007398
2_0_33_11_2_16_aug08.bin,2,0,33,0_33,5,15024144,3.03007530278,782.0,4.857023409786845e-06,99.6115737471,0.0432925701214,43.9513700937,38.5554347213,99.6115737471,14.9864516142,13.5192793301,4.601278360119721,0.47293528732556006,0.10836476958443989,-1.0627756197206855,61.05613902579999,84.6251221329
2_0_33_11_2_16_aug09.bin,2,0,33,0_33,5,15024144,2.97627943414,782.0,4.857023409786845e-06,101.662567139,0.0406955391833,41.3362789609,41.1412284705,101.662567139,15.5783344726,14.9732661454,4.621659163903358,0.4735282215753676,0.10598621499504113,-0.993108541340179,60.5213386685,86.0842326664
2_0_33_11_2_16_aug00.bin,2,0,33,0_33,6,17524144,3.87089237632,679.0,4.857023409786845e-06,80.8720253801,0.0159627401982,27.5273749426,25.0225423433,80.8720253801,21.9095586996,7.56775836523,4.392867971682217,0.4964542227738179,0.01418334666875605,-0.5781424687901968,55.849483036799995,58.9624666805
2_0_33_11_2_16_aug01.bin,2,0,33,0_33,6,17524144,4.85672108549,679.0,4.857023409786845e-06,102.118020843,0.0126951566023,26.9131699211,25.8524476761,102.118020843,17.491438867,9.7472350749,4.626129211486307,0.5607112028577349,-0.24404893401246386,-0.6612219971805988,76.2655731669,84.626581976
2_0_33_11_2_16_aug02.bin,2,0,33,0_33,6,17524144,4.72409315645,679.0,4.857023409786845e-06,91.928614379,0.0103744492595,29.3763986556,28.4743863541,91.928614379,19.6000412317,10.6798814207,4.521012345195999,0.5105462651804056,-0.042191318364018515,-0.6473821491379356,63.45422802489999,72.32857314729999
2_0_33_11_2_16_aug03.bin,2,0,33,0_33,6,17524144,3.81612247853,679.0,4.857023409786845e-06,95.4164325985,0.00880456097864,28.3040039954,32.7483630177,95.4164325985,20.2353364828,9.12516885458,4.558250813081184,0.5134627857791125,-0.05386416256247776,-0.7320815561566242,62.668069580799994,75.1810961157
2_0_33_11_2_16_aug04.bin,2,0,33,0_33,6,17524144,4.50472212364,679.0,4.857023409786845e-06,86.9467203369,0.01656525815,26.3146225788,25.9191586724,86.9467203369,21.8458096184,9.38524844037,4.465295521134355,0.5102160940083648,-0.04087006406732741,-0.5143163856985371,61.0275616645,65.1009107185
2_0_33_11_2_16_aug05.bin,2,0,33,0_33,6,17524144,4.65845957148,679.0,4.857023409786845e-06,89.1807579869,0.0132025489228,24.5179870363,28.6688314398,89.1807579869,16.8548738815,8.86482257412,4.490665298679929,0.5305622278140988,-0.12240150222530836,-0.7265534952223877,60.5119265471,72.32588410540001
2_0_33_11_2_16_aug06.bin,2,0,33,0_33,6,17524144,5.03656592562,679.0,4.857023409786845e-06,90.5426610322,0.0173509814722,26.6688633274,27.4518534934,90.5426610322,18.4940219291,9.01050113657,4.505821132256289,0.525897455617878,-0.10368260577922152,-0.6768665819774737,63.0908075388,72.0486391031
2_0_33_11_2_16_aug07.bin,2,0,33,0_33,6,17524144,4.43536271169,679.0,4.857023409786845e-06,95.1443194621,0.0192250639305,27.9730509134,30.229563016,95.1443194621,24.6513893599,8.59693911258,4.555394891088745,0.5098967600337871,-0.03959221119965312,-0.5599257722712672,64.9147564461,70.4929301022
2_0_33_11_2_16_aug08.bin,2,0,33,0_33,6,17524144,4.73313361432,679.0,4.857023409786845e-06,87.9105740189,0.0177511575522,28.6944804712,29.6707841716,87.9105740189,16.7163362762,10.529390769,4.476320093461847,0.5066262147921812,-0.026506410987591423,-0.7618242262333565,58.23978984729999,71.1942377427
2_0_33_11_2_16_aug09.bin,2,0,33,0_33,6,17524144,4.90879638213,679.0,4.857023409786845e-06,87.2081275731,0.0208681998032,26.4293990261,33.1794012904,87.2081275731,23.9132235087,10.0308502579,4.468297532685058,0.48244990221378503,0.07022924199070643,-0.5630889384053759,54.0287262827,63.2949040644
2_0_33_11_2_16_aug00.bin,2,0,33,0_33,7,20021424,15.8874077382,1999.0,-0.0,118.667015497,0.00136035348717,6.44928441039,11.8835427581,118.667015497,7.67152558376,1.02933815443,4.776321381761069,0.8144573792814636,-1.4792374822677556,-0.7452709862074067,106.78347273889999,110.99548991324
2_0_33_11_2_16_aug01.bin,2,0,33,0_33,7,20021424,16.0419534451,1999.0,-0.0,127.750462131,0.00812713530889,5.78075113873,11.3165355235,127.750462131,8.27814145268,2.39446852624,4.850078846541075,0.82143883372957,-1.5261262671900064,-0.471239131709872,116.43392660750001,119.47232067832
2_0_33_11_2_16_aug02.bin,2,0,33,0_33,7,20021424,15.6577629214,1999.0,-0.0,138.142447185,0.00193434149156,4.64349506171,8.64340405262,138.142447185,8.01823335484,1.1069082165,4.928285378756563,0.8604085069006342,-1.818687033703085,-0.3757451067544442,129.49904313238,130.12421383016002
2_0_33_11_2_16_aug03.bin,2,0,33,0_33,7,20021424,15.5983312958,1999.0,-0.0,124.575805686,0.00540012367861,5.62845782221,12.5114874921,124.575805686,10.7563139331,3.40274786447,4.824914411623985,0.7941096691315556,-1.3498779214380925,-0.24776160119908455,112.0643181939,113.81949175289999
2_0_33_11_2_16_aug04.bin,2,0,33,0_33,7,20021424,15.7508712171,1999.0,-0.0,124.159722835,0.00622011096928,6.24682692985,9.17024698282,124.159722835,8.02986292767,2.58200966347,4.8215688241112264,0.8266916764200619,-1.5623595783090678,-0.37350216080690224,114.98947585218,116.12985990733
2_0_33_11_2_16_aug05.bin,2,0,33,0_33,7,20021424,15.6527179199,1999.0,-0.0,119.324968873,0.0079121324564,7.22727183684,15.2783514051,119.324968873,6.88517735933,1.11081523015,4.781850602032936,0.7964205358375165,-1.364070941743482,-1.0348247099896921,104.0466174679,112.43979151367
2_0_33_11_2_16_aug06.bin,2,0,33,0_33,7,20021424,15.4663865894,1999.0,-0.0,130.629336479,0.00307622001894,7.00272857775,10.5206983698,130.629336479,5.85805740327,1e-12,4.872363820093403,0.8481828469919139,-1.720419378005652,-1.0957206209276829,120.10863810919999,124.77127907572999
2_0_33_11_2_16_aug07.bin,2,0,33,0_33,7,20021424,15.4413324986,1999.0,-0.0,125.585561622,1e-12,8.01451405706,12.1811500369,125.585561622,10.6639890858,1e-12,4.832987292187393,0.8027446654800819,-1.4035376838196785,-0.6385953731390374,113.40441158510001,114.9215725362
2_0_33_11_2_16_aug08.bin,2,0,33,0_33,7,20021424,15.996936053,1999.0,-0.0,139.422472203,0.00668174976926,3.43673050892,11.5982117007,139.422472203,7.22349413744,1.1850666165,4.937508691955274,0.8560564725714771,-1.782915294574153,-0.5811266484545867,127.8242605023,132.19897806556
2_0_33_11_2_16_aug09.bin,2,0,33,0_33,7,20021424,15.82780079,1999.0,-0.0,145.82151767,0.00978515259765,6.04540924548,15.9625672913,145.82151767,7.58081286022,0.861952534588,4.982383392155703,0.827251650370774,-1.5662730327272076,-0.9580950491448343,129.8589503787,138.24070480978
2_0_33_11_2_16_aug00.bin,2,0,33,0_33,8,22521968,2.40945129575,1997.0000000000002,-0.0,90.4280610732,0.0517863989963,22.9127048329,71.8794928098,90.4280610732,19.3498289613,15.0612760217,4.504554629332664,0.41172653827879724,0.3568325238075612,-1.0133077709691267,18.5485682634,71.07823211190001
2_0_33_11_2_16_aug01.bin,2,0,33,0_33,8,22521968,2.94141333364,1997.0000000000002,-0.0,106.128974434,0.0395560699976,25.1135640562,71.3501744655,106.128974434,20.5740852326,14.7797161206,4.6646550944273235,0.44602029469624377,0.21676359826252362,-1.0037612498073247,34.778799968499996,85.5548892014
2_0_33_11_2_16_aug02.bin,2,0,33,0_33,8,22521968,3.51855164149,1997.0000000000002,-0.0,105.191936139,0.0411611081529,24.7633059837,74.2974407075,105.191936139,21.1446606956,13.7963392458,4.65578664469455,0.439777233746782,0.24206618974306116,-1.0420723417871622,30.894495431500005,84.04727544340001
2_0_33_11_2_16_aug03.bin,2,0,33,0_33,8,22521968,3.00133013559,1997.0000000000002,-0.0,133.144847178,0.0448165466511,24.5908873544,75.7858325292,133.144847178,22.8667534409,16.0500975969,4.891437612134466,0.48871538789151686,0.04514611483246155,-0.9475029612437513,57.3590146488,110.2780937371
2_0_33_11_2_16_aug04.bin,2,0,33,0_33,8,22521968,2.44993210703,1997.0000000000002,-0.0,119.956733256,0.0467841553824,24.0014064836,70.1353793846,119.956733256,19.1846549288,8.16730936515,4.7871311215660395,0.49682740616129534,0.012690545669712271,-1.2359605464397205,49.82135387140001,100.7720783272
2_0_33_11_2_16_aug05.bin,2,0,33,0_33,8,22521968,2.06294414644,1997.0000000000002,-0.0,109.318729976,0.0480680571152,24.3308602064,74.8059838898,109.318729976,20.40967121,13.888079603,4.694267743502455,0.4503284559653189,0.19934368851122905,-1.0614213812288404,34.512746086199996,88.909058766
2_0_33_11_2_16_aug06.bin,2,0,33,0_33,8,22521968,3.49150039223,1997.0000000000002,-0.0,113.220232017,0.0471722214577,22.6589672364,74.8858401375,113.220232017,18.035468103,9.87349310562,4.729334877864504,0.47437187013501303,0.10260243501103603,-1.2513640077164758,38.334391879500004,95.184763914
2_0_33_11_2_16_aug07.bin,2,0,33,0_33,8,22521968,3.65254492368,1997.0000000000002,-0.0,97.5445999384,0.048400522353,25.5491927195,71.385743117,97.5445999384,19.2739477275,12.1631101591,4.580309708677836,0.43177262173381825,0.2746225413656283,-1.126052604356227,26.158856821399993,78.2706522109
2_0_33_11_2_16_aug08.bin,2,0,33,0_33,8,22521968,2.76619905805,1997.0000000000002,-0.0,108.828957783,0.0518348720004,22.814286004,76.7840858783,108.828957783,21.4650863275,10.4024779558,4.689777455102352,0.4528975043734324,0.18897032239289305,-1.13955711901515,32.0448719047,87.3638714555
