scope,source_csv,query_file,query_packet_index,true_location,predicted_location,reference_location,plot_index,rssi_plus_distance,posterior_probability,rank,is_top_k,is_true_location,is_rssi_plus_prediction,temperature_T,feature_columns
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,10,11,3.1042695880130218,2.7241737478867144e-05,33,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,11,12,3.5861289593287564,5.819146880402931e-06,41,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,12,13,3.4127349127845887,1.0141208143659306e-05,36,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,13,14,3.7981630784913136,2.9503385405034493e-06,48,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,14,15,3.1931426341544995,2.0492374042569842e-05,35,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,15,16,2.385911734657225,0.0002720402856079052,29,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,16,17,2.553881254410489,0.00015883623709590393,30,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,17,18,2.2636495988812144,0.00040246445903812153,27,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,18,19,2.6180175545644895,0.0001293366104587942,31,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,19,20,1.1429345482461246,0.014584646696554479,16,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,20,21,1.026891012268677,0.02115138182747513,13,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,21,22,0.5404295934035283,0.10048858236344589,3,True,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,22,23,1.2582208631267389,0.010081068062771759,18,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,23,24,0.5566833391179289,0.09539027024327093,4,True,True,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,24,25,0.4229533112391935,0.14640396071312067,2,True,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,25,26,0.774663685567912,0.04745085737084081,7,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,26,27,0.7648399329564303,0.048967860359533655,6,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,27,28,1.1490168307856174,0.01430322863982626,17,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,28,29,1.6043033155866473,0.0033268061710023736,21,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,29,30,1.463438702852891,0.005223986766646813,20,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,30,31,3.1593351313630915,2.2836322371933333e-05,34,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,31,32,3.9754880252581266,1.6717552784399078e-06,51,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,32,33,4.944219851487136,7.506671317938748e-08,54,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,33,34,2.3309850337416087,0.00032437598886949346,28,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,34,35,2.1113681712870362,0.0006555192936974934,26,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,35,36,1.7332884985802404,0.002200796593154933,22,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,36,37,0.9894470941921025,0.023846888057919888,12,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,37,38,0.811475213009561,0.04217265030005604,10,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,38,39,0.338411928698367,0.191941564449519,1,True,False,True,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,39,40,1.0910352810678534,0.017222632885245805,15,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,40,41,0.8029983431645611,0.043333537114422525,8,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,41,42,0.7086296282782717,0.05862898673809166,5,True,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,42,43,0.8479388244349725,0.03752336305888189,11,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,43,44,0.8107156833717711,0.0422753850973953,9,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,44,45,1.0356292068473454,0.02056752046771613,14,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,45,46,1.931827374939357,0.0011651111985698055,24,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,46,47,2.6474916453013497,0.00011768370742745413,32,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,47,48,3.471377534745583,8.404357772199319e-06,38,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,48,49,1.9586974803286563,0.0010690178975127417,25,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,49,50,1.7932553761246646,0.0018161528694792828,23,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,50,51,1.388033309588973,0.006651323066811301,19,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,51,52,3.4508684610404834,8.975058685510274e-06,37,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,52,53,4.065583664199496,1.2526486383222763e-06,52,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
54points,v2_output/20260623_from_raw/data_processing/rssi_plus_packet_level_54points.csv,2_1_23_11_2_16.txt,16,23,38,53,54,4.427646607120251,3.927513999394091e-07,53,False,False,False,0.3121666453640741,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
